Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Box Package Type (product.metafields.custom.box_package_type),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Gemstone type (product.metafields.shopify.gemstone-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Included / Rest Of the World,Price / Rest Of the World,Compare At Price / Rest Of the World,Included / Saudi,Price / Saudi,Compare At Price / Saudi,Status
althea-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_f47c1833-bebb-47b4-a4b5-be276eb999fd.jpg?v=1788781455,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
althea-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_4078ce73-44e8-4f2e-a4e5-5d0bba146b6b.jpg?v=1788781455,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
althea-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/e_f4a3a572-1617-4d6b-b95b-df9c09757d67.jpg?v=1788781455,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stacey-rose-gold-premium-rhodium-plated-alloy-earring-with-high-quality-simulated-diamonds,Stacey Rose Gold Premium Rhodium-Plated Alloy Earring with High-Quality Simulated Diamonds,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your look with the <strong>Stacey Rose Gold Premium Earrings</strong>, featuring a sophisticated rose gold finish and high-quality simulated diamonds that create an elegant and luxurious sparkle. The refined design complements both modern and traditional GCC fashion, making these earrings an ideal choice for weddings, engagements, celebrations, evening events, and special occasions.</p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Premium rose gold-tone finish</li>
<li>Rhodium-plated alloy construction</li>
<li>High-quality simulated diamonds for a brilliant sparkle</li>
<li>Elegant and sophisticated design</li>
<li>Comfortable for extended wear</li>
<li>Suitable for weddings, engagements, parties, and formal occasions</li>
<li>Perfect for elegant everyday styling</li>
<li>Ideal as a thoughtful gift for special occasions</li>
<li>Complements GCC fashion and traditional occasion wear</li>
</ul>
<p><strong>Style:</strong> Elegant | Luxury | Feminine | Timeless<br><strong>Perfect For:</strong> Weddings | Engagements | Celebrations | Evening Events | Gifting</p>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Earrings,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,ZA3450EC10,0.0,shopify,1,deny,manual,300.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_bfafb73c-7757-4b7d-b4e8-85185475a27c.jpg?v=1788780138,1,"",false,,,,,,rose-gold,huggie,,alloy; rhodium-plated-1,imitation-jewelry,,,,,,,,,,,kg,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
stacey-rose-gold-premium-rhodium-plated-alloy-earring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_35b3bf5f-e1c8-4d63-9d98-f542bb92c7a2.jpg?v=1788780138,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stacey-rose-gold-premium-rhodium-plated-alloy-earring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_bf1639c0-809d-4ca4-a23b-fefdd04b32fa.jpg?v=1788780138,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stacey-rose-gold-premium-rhodium-plated-alloy-necklace-with-high-quality-simulated-diamonds,Stacey Rose Gold Premium Rhodium-Plated Alloy Necklace with High-Quality Simulated Diamonds,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your style with the <strong>Stacey Rose Gold Premium Necklace</strong>, featuring a sophisticated rose gold finish and high-quality simulated diamonds for an elegant and luxurious sparkle. Its refined design complements both modern and traditional GCC fashion, making it a beautiful choice for weddings, engagements, celebrations, evening events, and special occasions.</p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Premium rose gold-tone finish</li>
<li>Rhodium-plated alloy construction</li>
<li>High-quality simulated diamonds for a brilliant sparkle</li>
<li>Elegant and sophisticated design</li>
<li>Comfortable for extended wear</li>
<li>Suitable for weddings, engagements, parties, and formal occasions</li>
<li>Perfect for elegant everyday styling</li>
<li>Ideal as a thoughtful gift for special occasions</li>
<li>Complements GCC fashion and traditional occasion wear</li>
</ul>
<p><strong>Style:</strong> Elegant | Luxury | Feminine | Timeless<br><strong>Perfect For:</strong> Weddings | Engagements | Celebrations | Evening Events | Gifting</p>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Necklaces,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,ZA3450NC10,0.0,shopify,1,deny,manual,320.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_93b30d98-257e-48f7-9139-59d052427d56.jpg?v=1788779223,1,"",false,,,,,,rose-gold,,,alloy; rhodium-plated-1,imitation-jewelry,pendant,,,,,,,,,,kg,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
stacey-rose-gold-premium-rhodium-plated-alloy-necklace-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_d841cd28-a011-44bb-a28c-00ba85474f29.jpg?v=1788779223,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stacey-rose-gold-premium-rhodium-plated-alloy-bracelet-with-high-quality-simulated-diamonds,Stacey Rose Gold Premium Rhodium-Plated Alloy Bracelet with High-Quality Simulated Diamonds,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your style with the <strong>Stacey Rose Gold Premium Bracelet</strong>, featuring a sophisticated rose gold finish and high-quality simulated diamonds for an elegant and luxurious sparkle. Its refined design is perfect for complementing both modern and traditional GCC fashion, making it an ideal accessory for weddings, engagements, celebrations, evening events, and special occasions.</p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Premium rose gold-tone finish</li>
<li>Rhodium-plated alloy construction</li>
<li>High-quality simulated diamonds for a brilliant sparkle</li>
<li>Elegant and sophisticated design</li>
<li>Comfortable for extended wear</li>
<li>Suitable for weddings, engagements, parties, and formal occasions</li>
<li>Perfect for elegant everyday styling</li>
<li>Ideal as a thoughtful gift for special occasions</li>
<li>Complements GCC fashion and traditional occasion wear</li>
</ul>
<p><strong>Style:</strong> Elegant | Luxury | Feminine | Timeless<br><strong>Perfect For:</strong> Weddings | Engagements | Celebrations | Evening Events | Gifting</p>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Bracelets,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,Bracelet size,Adjustable,,,,,ZA3450BC10,0.0,shopify,1,deny,manual,320.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_bd60bb8d-84ba-46f4-82d0-7f4b223341f6.jpg?v=1788766344,1,"",false,,,,,chain,rose-gold,,,alloy; rhodium-plated-1,imitation-jewelry,,,,,,,,,,,kg,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
stacey-rose-gold-premium-rhodium-plated-alloy-bracelet-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_c116a2a8-e60d-4f96-a49c-b260d72e0776.jpg?v=1788766344,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stacey-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,Stacey Rose Gold Premium Rhodium-Plated Alloy Ring with High-Quality Simulated Diamonds,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your look with the <strong>Stacey Rose Gold Premium Ring</strong>, featuring a sophisticated rose gold finish and high-quality simulated diamonds for an elegant and luxurious sparkle. Its refined design blends beautifully with both modern and traditional GCC fashion, making it a perfect accessory for weddings, engagements, celebrations, and special occasions.</p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Premium rose gold-tone finish</li>
<li>Rhodium-plated alloy construction</li>
<li>High-quality simulated diamonds for a brilliant sparkle</li>
<li>Elegant and sophisticated design</li>
<li>Comfortable for extended wear</li>
<li>Suitable for weddings, engagements, parties, and formal occasions</li>
<li>Perfect for elegant everyday styling</li>
<li>Ideal as a thoughtful gift for special occasions</li>
<li>Complements GCC fashion and traditional occasion wear</li>
</ul>
<p><strong>Style:</strong> Elegant | Luxury | Feminine | Timeless<br><strong>Perfect For:</strong> Weddings | Engagements | Celebrations | Evening Events | Gifting</p>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Rings,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,Ring size,7,product.metafields.shopify.ring-size,,,,ZA3450RC10,0.0,shopify,1,deny,manual,280.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_c75846d4-cbfa-4d41-8f6d-f07bac99bb88.jpg?v=1788764833,1,"",false,,,,,,rose-gold,,cubic-zirconia,alloy; rhodium-plated-1,imitation-jewelry,,halo,7,teardrop,,,,,,,kg,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
stacey-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_3dcb5ef5-87ae-4c33-a738-7269bcdebd1d.jpg?v=1788764832,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stacey-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_53b08ddc-9522-4e3d-b333-de74358ad361.jpg?v=1788764832,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stacey-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/r_cd17e1b9-7a8f-4de5-9948-f7edb5c9af79.jpg?v=1788764832,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octavia-rose-gold-premium-rhodium-plated-alloy-bangle-with-high-quality-simulated-diamonds,Octavia Rose Gold Premium Rhodium-Plated Alloy Bangle with High-Quality Simulated Diamonds,"<p class=""PDq2pG_selectionAnchorContainer"">Add a sophisticated touch to your jewelry collection with the <strong>Octavia Rose Gold Premium Bangle</strong>, featuring an elegant rose gold finish and high-quality simulated diamonds that provide a refined and luxurious sparkle. Its timeless design makes it an excellent choice for weddings, engagements, celebrations, evening events, and elegant everyday styling.</p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Premium rose gold-tone finish</li>
<li>Rhodium-plated alloy construction</li>
<li>High-quality simulated diamonds for a brilliant sparkle</li>
<li>Elegant and sophisticated design</li>
<li>Comfortable for extended wear</li>
<li>Ideal for weddings, engagements, parties, and formal occasions</li>
<li>Perfect as a stylish gift for special occasions</li>
<li>Complements modern GCC fashion and traditional occasion wear</li>
</ul>
<p><strong>Style:</strong> Elegant | Luxury | Feminine | Timeless<br><strong>Perfect For:</strong> Weddings | Engagements | Celebrations | Evening Events | Gifting</p>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Bracelets,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,Bracelet size,18cm,,,,,ZA3449BC10,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_8d9aecc4-21d9-4e60-8f26-88b2a6c74f27.jpg?v=1788619153,1,"",false,,,,,bangle,rose-gold,,,alloy; rhodium-plated-1,imitation-jewelry,,,,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
octavia-rose-gold-premium-rhodium-plated-alloy-bangle-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_7c77b97a-ebe5-4a83-981d-f7d8156e6598.jpg?v=1788619153,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octavia-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,Octavia Rose Gold Premium Rhodium-Plated Alloy Ring with High-Quality Simulated Diamonds,"<p class=""PDq2pG_selectionAnchorContainer"">Add a touch of elegance to your jewelry collection with the <strong>Octavia Rose Gold Premium Ring</strong>, featuring a sophisticated rose gold finish and high-quality simulated diamonds for a luxurious and radiant appearance. Its timeless design makes it suitable for both classic and modern styles, perfect for weddings, engagements, celebrations, evening occasions, and everyday elegance.</p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Premium rose gold-tone finish</li>
<li>Rhodium-plated alloy construction</li>
<li>High-quality simulated diamonds for brilliant sparkle</li>
<li>Elegant and refined design</li>
<li>Comfortable for everyday wear</li>
<li>Ideal for weddings, engagements, parties, and formal occasions</li>
<li>Perfect as a thoughtful gift for special occasions</li>
<li>Complements elegant GCC fashion and traditional occasion wear</li>
</ul>
<p><strong>Style:</strong> Elegant | Luxury | Feminine | Timeless<br><strong>Perfect For:</strong> Weddings | Engagements | Celebrations | Evening Events | Gifting</p>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Rings,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,Ring size,7,product.metafields.shopify.ring-size,,,,ZA3449RC10,0.0,shopify,1,deny,manual,280.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_08324a09-c5c2-4890-867a-14d64cb4325b.jpg?v=1788618505,1,"",false,,,,,,rose-gold,,cubic-zirconia,alloy; rhodium-plated-1,imitation-jewelry,,halo,7,round,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
octavia-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_ed8251e0-b7f6-4912-a8f1-88f9cdc260e0.jpg?v=1788618505,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octavia-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_364cd0df-046e-4d3b-9faf-b0b3db7bde50.jpg?v=1788618505,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octavia-rose-gold-premium-rhodium-plated-alloy-ring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/e_3e9d1980-b204-4b94-96b1-04507bc7cf97.jpg?v=1788618505,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octavia-rose-gold-premium-rhodium-plated-alloy-earring-with-high-quality-simulated-diamonds,Octavia Rose Gold Premium Rhodium-Plated Alloy Earring with High-Quality Simulated Diamonds,"<p class=""PDq2pG_selectionAnchorContainer"">Complete your elegant look with the <strong>Octavia Rose Gold Premium Earrings</strong>, featuring a sophisticated rose gold finish and high-quality simulated diamonds for a refined and luxurious sparkle. Designed to complement both traditional and modern styles, these earrings are perfect for weddings, engagements, celebrations, evening occasions, and special gatherings across the GCC.</p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Premium rose gold-tone finish</li>
<li>Rhodium-plated alloy construction</li>
<li>High-quality simulated diamonds for brilliant sparkle</li>
<li>Elegant and sophisticated design</li>
<li>Lightweight and comfortable for extended wear</li>
<li>Perfect for weddings, engagements, parties, and formal occasions</li>
<li>Ideal for gifting on special occasions</li>
<li>Complements elegant GCC fashion and occasion wear</li>
</ul>
<p><strong>Style:</strong> Elegant | Luxury | Feminine | Timeless<br><strong>Perfect For:</strong> Weddings | Engagements | Celebrations | Evening Events | Gifting</p>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Earrings,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,ZA3449EC10,0.0,shopify,1,deny,manual,350.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_cdd77c58-0669-4eae-9aa5-d07be0738517.jpg?v=1788617841,1,"",false,,,,,,rose-gold,dangle,,alloy; rhodium-plated-1,imitation-jewelry,,,,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
octavia-rose-gold-premium-rhodium-plated-alloy-earring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_9d717937-d979-4058-a79e-d44ab2759abc.jpg?v=1788617841,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octavia-rose-gold-premium-rhodium-plated-alloy-earring-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/w_eaf066c6-1499-445e-898f-1aa5b5d9db0f.jpg?v=1788617841,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
octavia-rose-gold-premium-rhodium-plated-alloy-necklace-with-high-quality-simulated-diamonds,Octavia Rose Gold Premium Rhodium-Plated Alloy Necklace with High-Quality Simulated Diamonds,"<p class=""PDq2pG_selectionAnchorContainer"">Elevate your look with the <strong>Octavia Rose Gold Premium Necklace</strong>, featuring an elegant rose gold finish and high-quality simulated diamonds that create a refined and luxurious appearance. Its sophisticated design makes it an ideal accessory for weddings, engagements, formal occasions, evening events, and elegant everyday styling.</p>
<p><strong>Product Features:</strong></p>
<ul>
<li>Premium rose gold-tone finish</li>
<li>Rhodium-plated alloy construction</li>
<li>High-quality simulated diamonds for brilliant sparkle</li>
<li>Elegant and sophisticated design</li>
<li>Lightweight and comfortable to wear</li>
<li>Suitable for weddings, engagements, parties, and evening occasions</li>
<li>Ideal as a stylish gift for special occasions</li>
<li>Perfectly suited for GCC fashion and occasion wear</li>
</ul>
<p><strong>Style:</strong> Elegant | Luxury | Feminine | Timeless<br><strong>Perfect For:</strong> Weddings | Engagements | Parties | Evening Events | Gifting</p>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Necklaces,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,ZA3449NC10,0.0,shopify,1,deny,manual,480.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_3408d102-8b77-49c0-a674-e19c287f7997.jpg?v=1788617189,1,"",false,,,,,,rose-gold,,,alloy; rhodium-plated-1,imitation-jewelry,pendant,,,,,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
octavia-rose-gold-premium-rhodium-plated-alloy-necklace-with-high-quality-simulated-diamonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/q_a051590f-4f72-4b05-aa6a-1b63e6433b0d.jpg?v=1788617189,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agatha-rose-gold-premium-rhodium-plated-alloy-earrings-with-high-quality-simulated-diamonds,Agatha Rose Gold Premium Rhodium-Plated Alloy Earrings with High-Quality Simulated Diamonds,"<p class=""isSelectedEnd"">Elevate your elegance with the <strong>Agatha Rose Gold Earrings</strong>, featuring a sophisticated rose gold finish and beautifully set with high-quality simulated diamonds for a refined, radiant sparkle. Designed to complement both classic and contemporary styles, these earrings add a luxurious touch to any look.</p>
<p class=""isSelectedEnd"">Perfect for <strong>weddings, engagements, Eid celebrations, evening gatherings, parties, and special occasions</strong>, the Agatha Earrings are an elegant choice for women who appreciate timeless glamour and sophisticated jewelry. Their versatile design pairs beautifully with traditional GCC attire such as <strong>Abayas and Jalabiyas</strong>, as well as modern evening wear.</p>
<p class=""isSelectedEnd""><strong>Product Highlights:</strong></p>
<ul>
<li>Elegant rose gold finish</li>
<li>Premium rhodium-plated alloy</li>
<li>High-quality simulated diamonds</li>
<li>Brilliant sparkle with a luxurious appearance</li>
<li>Elegant and versatile design</li>
<li>Suitable for weddings, engagements, Eid, parties, and formal occasions</li>
<li>Beautifully complements Abayas, Jalabiyas, and evening dresses</li>
<li>Ideal as a thoughtful gift for wives, brides, mothers, and loved ones</li>
</ul>",OMNIASTORES UAE,Apparel & Accessories > Jewelry > Earrings,Luxury Sets,Luxury Sets,true,Color,rose-gold,product.metafields.shopify.color-pattern,,,,,,,ZA3448EC10,0.0,shopify,1,deny,manual,550.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/Unknown_2f22d6e3-831a-4de6-95b5-5c0a004c86d8.jpg?v=1788615888,1,"",false,,,,,,rose-gold,dangle,,alloy; rhodium-plated-1,imitation-jewelry,,,,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
